mtCode,l1Label,l2Label,l3Label,l4Label,l5Label,l6Label,l7Label
6.40,Industrial economics,Business economics,,,,,
6.40,Industrial economics,Industrial development,,,,,
6.40,Industrial economics,Industrial development,Industrialization,,,,
6.40,Industrial economics,Industrial policy,,,,,
6.40,Industrial economics,Industrial policy,Industrial location,,,,
6.40,Industrial economics,Industrial policy,Industrial planning,,,,
6.40,Industrial economics,Industrial policy,Mergers,,,,
6.40,Industrial economics,Industrial statistics,,,,,
6.40,Industrial production,,,,,,
6.40,Industry,Construction industry,,,,,
6.40,Industry,Construction industry,Public works,,,,
6.40,Industry,Manufacturing industry,,,,,
6.40,Industry,Manufacturing industry,Aerospace industry,,,,
6.40,Industry,Manufacturing industry,Chemical industry,,,,
6.40,Industry,Manufacturing industry,Chemical industry,Pharmaceutical industry,,,
6.40,Industry,Manufacturing industry,Electronics industry,,,,
6.40,Industry,Manufacturing industry,Food industry,,,,
6.40,Industry,Manufacturing industry,Food industry,Agroindustry,,,
6.40,Industry,Manufacturing industry,Food industry,Dairy industry,,,
6.40,Industry,Manufacturing industry,Metal industry,,,,
6.40,Industry,Manufacturing industry,Shipbuilding industry,,,,
6.40,Industry,Manufacturing industry,Textile industry,,,,
6.40,Industry,Power industry,,,,,
6.40,Industry,Power industry,Electrical industry,,,,
6.40,Industry,Power industry,Gas industry,,,,
6.40,Industry,Power industry,Petroleum industry,,,,
6.40,Industry,Small scale industry,,,,,
6.45,Construction engineering,Building design,,,,,
6.45,Construction engineering,Building design,Building costs,,,,
6.45,Construction engineering,Building design,Building standards,,,,
6.45,Construction engineering,Building design,Structural elements (buildings),,,,
6.45,Construction engineering,Building operations,,,,,
6.45,Construction engineering,Building operations,Building maintenance,,,,
6.45,Construction engineering,Building operations,Prefabrication (buildings),,,,
6.45,Construction engineering,Building operations,Reconstruction (buildings),,,,
6.45,Construction engineering,Building services,,,,,
6.45,Construction engineering,Civil engineering,,,,,
6.45,Construction engineering,Civil engineering,Road engineering,,,,
6.45,Construction engineering,Earthquake engineering,,,,,
6.45,Construction engineering,Structural design,,,,,
6.45,Engineering geology,Geophysical prospecting,,,,,
6.45,Hydraulic engineering,Drainage engineering,,,,,
6.45,Hydraulic engineering,Harbour and coastal engineering,,,,,
6.45,Hydraulic engineering,Harbour and coastal engineering,Coastal protection,,,,
6.45,Hydraulic engineering,Hydraulic structures,,,,,
6.45,Hydraulic engineering,Hydraulic structures,Dams,,,,
6.45,Hydraulic engineering,Hydraulic structures,Reservoirs,,,,
6.45,Hydraulic engineering,Irrigation,,,,,
6.45,Hydraulic engineering,River and lake engineering,,,,,
6.45,Hydraulic engineering,River and lake engineering,River control,,,,
6.45,Hydraulic engineering,Underwater technology,,,,,
6.45,Hydraulic engineering,Underwater technology,Deep sea diving,,,,
6.45,Hydraulic engineering,Underwater technology,Sea bed mining,,,,
6.45,Military engineering,Military operations,,,,,
6.45,Military engineering,Military strategy,,,,,
6.45,Military engineering,Warfare,,,,,
6.45,Military engineering,Warfare,Air warfare,,,,
6.45,Military engineering,Warfare,Chemical/biological warfare,,,,
6.45,Military engineering,Warfare,Nuclear warfare,,,,
6.45,Military engineering,Warfare,Urban warfare,,,,
6.45,Mining,Coal mining,,,,,
6.45,Surveying,Cartography,,,,,
6.45,Surveying,Geological surveying,,,,,
6.45,Surveying,Hydrographic surveying,,,,,
6.45,Surveying,Photogrammetry,,,,,
6.50,Biotechnology,Cloning,,,,,
6.50,Biotechnology,Genetically modified organisms,,,,,
6.50,Biotechnology,Neurotechnology,,,,,
6.50,Chemical technology,Dehydration,,,,,
6.50,Chemical technology,Drying,,,,,
6.50,Chemical technology,Dyes technology,,,,,
6.50,Chemical technology,Fuel technology,,,,,
6.50,Chemical technology,Glass technology,,,,,
6.50,Chemical technology,Green chemistry,,,,,
6.50,Chemical technology,Paint technology,,,,,
6.50,Chemical technology,Paper technology,,,,,
6.50,Chemical technology,Pharmaceutical technology,,,,,
6.50,Electrical engineering,,,,,,
6.50,Electronic engineering,Microelectronics,,,,,
6.50,Engineering,Ergonomics,,,,,
6.50,Engineering,Ergonomics,Human machine interaction,,,,
6.50,Engineering,Geoengineering,,,,,
6.50,Engineering,Maintenance,,,,,
6.50,Engineering,Production engineering,,,,,
6.50,Engineering,Production engineering,Automatic control,,,,
6.50,Engineering,Production engineering,Materials engineering,,,,
6.50,Engineering,Production engineering,Materials engineering,Materials testing,,,
6.50,Lighting,,,,,,
6.50,Mechanical engineering,,,,,,
6.50,Metallurgy,Metal treatment,,,,,
6.50,Metallurgy,Metalworking,,,,,
6.50,Nuclear engineering,Nuclear safety,,,,,
6.50,Packaging,Containers,,,,,
6.50,Space technology,Aerospace engineering,,,,,
6.50,Space technology,Space exploration,,,,,
6.50,Thermal engineering,Air conditioning,,,,,
6.50,Thermal engineering,Heat storage,,,,,
6.50,Thermal engineering,Heat storage,Waste heat recovery,,,,
6.50,Thermal engineering,Refrigeration engineering,,,,,
6.50,Thermal engineering,Solar power engineering,,,,,
6.50,Thermal engineering,Solar power engineering,Solar heating,,,,
6.50,Transport engineering,Marine engineering,,,,,
6.50,Transport engineering,Marine engineering,Shipbuilding,,,,
6.50,Wood technology,Woodworking,,,,,
6.50,Wood technology,Woodworking,Carpentry,,,,
6.55,Agricultural products,Animal products,,,,,
6.55,Agricultural products,Animal products,Dairy products,,,,
6.55,Agricultural products,Animal products,Dairy products,Milk,,,
6.55,Agricultural products,Animal products,Fishery products,,,,
6.55,Agricultural products,Animal products,Leather,,,,
6.55,Agricultural products,Animal products,Livestock,,,,
6.55,Agricultural products,Animal products,Livestock,Cattle,,,
6.55,Agricultural products,Animal products,Livestock,Poultry,,,
6.55,Agricultural products,Animal products,Meat,,,,
6.55,Agricultural products,Crops,,,,,
6.55,Agricultural products,Crops,Cereals,,,,
6.55,Agricultural products,Crops,Cereals,Rice,,,
6.55,Agricultural products,Food,,,,,
6.55,Agricultural products,Food,Beverages,,,,
6.55,Agricultural products,Food,Beverages,Alcoholic beverages,,,
6.55,Agricultural products,Forest products,,,,,
6.55,Agricultural products,Forest products,Wood,,,,
6.55,Agricultural products,Forest products,Wood,Charcoal,,,
6.55,Agricultural products,Forest products,Wood,Paper,,,
6.55,Agricultural products,Plant products,,,,,
6.55,Agricultural products,Plant products,Coffee,,,,
6.55,Agricultural products,Plant products,Flowers,,,,
6.55,Agricultural products,Plant products,Fruit,,,,
6.55,Agricultural products,Plant products,Sugar,,,,
6.55,Agricultural products,Plant products,Tea,,,,
6.55,Agricultural products,Plant products,Tobacco,,,,
6.55,Agricultural products,Plant products,Vegetable oils,,,,
6.55,Agricultural products,Plant products,Vegetables,,,,
6.55,Building materials,Bamboo,,,,,
6.55,Building materials,Bricks,,,,,
6.55,Building materials,Bricks,Adobe bricks,,,,
6.55,Building materials,Building stones,,,,,
6.55,Building materials,Building stones,Lime,,,,
6.55,Building materials,Cement,,,,,
6.55,Building materials,Ceramics,,,,,
6.55,Building materials,Clays,,,,,
6.55,Building materials,Concrete,,,,,
6.55,Building materials,Glass,,,,,
6.55,Chemicals,Inks,,,,,
6.55,Chemicals,Petroleum products,,,,,
6.55,Chemicals,Phytochemicals,,,,,
6.55,Chemicals,Phytochemicals,Fertilizers,,,,
6.55,Chemicals,Phytochemicals,Herbicides,,,,
6.55,Chemicals,Phytochemicals,Pesticides,,,,
6.55,Commodities,Raw materials,,,,,
6.55,Fuels,Coal,,,,,
6.55,Fuels,Gas fuels,,,,,
6.55,Fuels,Nuclear fuels,,,,,
6.55,Fuels,Peat,,,,,
6.55,Fuels,Petroleum,,,,,
6.55,Industrial products,,,,,,
6.55,Materials,Composite materials,,,,,
6.55,Materials,Fibres,,,,,
6.55,Materials,Fibres,Optical fibres,,,,
6.55,Materials,New materials,,,,,
6.55,Metals,Calcium,,,,,
6.55,Metals,Copper,,,,,
6.55,Metals,Iron,,,,,
6.55,Metals,Iron,Steel,,,,
6.55,Metals,Lead,,,,,
6.55,Metals,Manganese,,,,,
6.55,Metals,Mercury,,,,,
6.55,Metals,Plutonium,,,,,
6.55,Metals,Precious metals,,,,,
6.55,Metals,Precious metals,Gold,,,,
6.55,Metals,Radium,,,,,
6.55,Metals,Sodium,,,,,
6.55,Metals,Thorium,,,,,
6.55,Metals,Tin,,,,,
6.55,Metals,Tungsten,,,,,
6.55,Metals,Uranium,,,,,
6.55,Textiles,Clothing,,,,,
6.55,Textiles,Silk,,,,,
6.60,Domestic appliances,,,,,,
6.60,Electrical equipment,Electric machines,,,,,
6.60,Heating equipment,Heat pumps,,,,,
6.60,Industrial facilities,Industrial plants,,,,,
6.60,Industrial facilities,Printing workshops,,,,,
6.60,Industrial facilities,Repair workshops,,,,,
6.60,Machines,Agricultural machinery,,,,,
6.60,Machines,Industrial robots,,,,,
6.60,Machines,Machine tools,,,,,
6.60,Machines,Turbines,,,,,
6.60,Machines,Turbines,Water turbines,,,,
6.60,Mechanical equipment,Acoustic equipment,,,,,
6.60,Mechanical equipment,Cooling systems,,,,,
6.60,Mechanical equipment,Hydraulic equipment,,,,,
6.60,Mechanical equipment,Hydraulic equipment,Pumps,,,,
6.60,Military equipment,Weapons,,,,,
6.60,Military equipment,Weapons,Land mines,,,,
6.60,Military equipment,Weapons,Missiles,,,,
6.60,Military equipment,Weapons,Nuclear weapons,,,,
6.60,Safety devices,Warning systems,,,,,
6.60,Scientific equipment,Hydrographs,,,,,
6.60,Scientific equipment,Laboratory equipment,,,,,
6.60,Scientific equipment,Laboratory equipment,Microscopes,,,,
6.60,Scientific equipment,Laboratory equipment,Spectrometers,,,,
6.60,Scientific equipment,Measuring instruments,,,,,
6.60,Scientific equipment,Measuring instruments,Radar,,,,
6.60,Scientific equipment,Measuring instruments,Seismometers,,,,
6.60,Scientific equipment,Measuring instruments,Time measuring instruments,,,,
6.60,Scientific equipment,Medical equipment,,,,,
6.60,Scientific equipment,Oceanographic equipment,,,,,
6.60,Scientific equipment,Oceanographic equipment,Diving equipment,,,,
6.60,Scientific equipment,Oceanographic equipment,Oceanographic buoys,,,,
6.60,Scientific equipment,Oceanographic equipment,Oceanographic buoys,Plankton recorders,,,
6.60,Scientific equipment,Optical instruments,,,,,
6.60,Scientific facilities,Astronomical observatories,,,,,
6.60,Scientific facilities,Electric power stations,,,,,
6.60,Scientific facilities,Electric power stations,Hydroelectric power stations,,,,
6.60,Scientific facilities,Electric power stations,Nuclear power stations,,,,
6.60,Scientific facilities,Electric power stations,Nuclear power stations,Nuclear reactors,,,
6.60,Scientific facilities,Electric power stations,Solar power stations,,,,
6.60,Scientific facilities,Electric power stations,Solar power stations,Solar cells,,,
6.60,Scientific facilities,Electric power stations,Solar power stations,Solar stills,,,
6.60,Scientific facilities,Electric power stations,Thermal power stations,,,,
6.60,Scientific facilities,Ocean stations,,,,,
6.60,Scientific facilities,Particle accelerators,,,,,
6.60,Scientific facilities,Research laboratories,,,,,
6.60,Scientific facilities,Research laboratories,Oceanographic laboratories,,,,
6.60,Scientific facilities,Research ships,,,,,
6.60,Scientific facilities,Scientific publications,,,,,
6.60,Scientific facilities,Scientific publications,Scientific periodicals,,,,
6.60,Scientific facilities,Seismological observatories,,,,,
6.60,Scientific facilities,Space stations,,,,,
6.60,Scientific facilities,Spacecraft,,,,,
6.60,Scientific facilities,Spacecraft,Artificial satellites,,,,
6.60,Scientific facilities,Spacecraft,Artificial satellites,Communication satellites,,,
6.60,Scientific facilities,Spacecraft,Artificial satellites,Meteorological satellites,,,
6.60,Transport infrastructure,Airports,,,,,
6.60,Transport infrastructure,Bridges,,,,,
6.60,Transport infrastructure,Canals,,,,,
6.60,Transport infrastructure,Harbours,,,,,
6.60,Transport infrastructure,Railway stations,,,,,
6.60,Transport infrastructure,Roads,,,,,
6.60,Vehicles,Aircraft,,,,,
6.60,Vehicles,Bicycles,,,,,
6.60,Vehicles,Motor vehicles,,,,,
6.60,Vehicles,Ships,,,,,
6.60,Vehicles,Ships,Submarines,,,,
6.60,Vehicles,Trains,,,,,
6.65,Service industries,Hotel industry,,,,,
6.65,Service industries,Tourist industry,,,,,
6.65,Transport,Air transport,,,,,
6.65,Transport,Air transport,Civil aviation,,,,
6.65,Transport,Inland water transport,,,,,
6.65,Transport,International transport,,,,,
6.65,Transport,Maritime transport,,,,,
6.65,Transport,Public transport,,,,,
6.65,Transport,Railway transport,,,,,
6.65,Transport,Road transport,,,,,
6.65,Transport,Rural transport,,,,,
6.65,Transport,Traffic,,,,,
6.65,Transport,Traffic,Air traffic,,,,
6.65,Transport,Traffic,Urban traffic,,,,
6.65,Transport,Transport economics,,,,,
6.65,Transport,Transport planning,,,,,
6.65,Transport,Transport policy,,,,,
6.65,Transport,Urban transport,,,,,
6.65,Travel,Travel abroad,,,,,
6.70,Finance,Budgets,,,,,
6.70,Finance,Budgets,Budgetary control,,,,
6.70,Finance,Budgets,Budgetary control,Financial audit,,,
6.70,Finance,Capital,,,,,
6.70,Finance,Capital,Capital flow,,,,
6.70,Finance,Currencies,,,,,
6.70,Finance,Customs policy,,,,,
6.70,Finance,Customs policy,Tariffs,,,,
6.70,Finance,Financial administration,,,,,
6.70,Finance,Financial administration,Accounting,,,,
6.70,Finance,Financial administration,Accounting,Cost accounting,,,
6.70,Finance,Financial administration,Accounting,Cost accounting,Cost effectiveness,,
6.70,Finance,Financial administration,Accounting,Cost accounting,Cost reduction,,
6.70,Finance,Financial administration,Accounting,Cost accounting,Costs,,
6.70,Finance,Financial administration,Accounting,Financial statements,,,
6.70,Finance,Financial administration,Accounting,Financial statements,Expenditure,,
6.70,Finance,Financial administration,Accounting,Financial statements,Profits,,
6.70,Finance,Financial institutions,,,,,
6.70,Finance,Financial institutions,Banks,,,,
6.70,Finance,Financial policy,,,,,
6.70,Finance,Financial policy,Monetary policy,,,,
6.70,Finance,Financial policy,Monetary policy,Currency devaluation,,,
6.70,Finance,Financial policy,Monetary policy,International monetary systems,,,
6.70,Finance,Financial policy,Monetary policy,International monetary systems,Balance of payments,,
6.70,Finance,Financial policy,Monetary policy,International monetary systems,Foreign exchange,,
6.70,Finance,Financial policy,Monetary policy,International monetary systems,Foreign exchange,Exchange rates,
6.70,Finance,Financial policy,Monetary policy,International monetary systems,Foreign investment,,
6.70,Finance,Financial resources,,,,,
6.70,Finance,Financial resources,Debts,,,,
6.70,Finance,Financial resources,Liquidity,,,,
6.70,Finance,Financial resources,Money,,,,
6.70,Finance,Financing,,,,,
6.70,Finance,Financing,Budget contributions,,,,
6.70,Finance,Financing,Credit,,,,
6.70,Finance,Financing,Credit,Microcredit,,,
6.70,Finance,Financing,Grants,,,,
6.70,Finance,Financing,Loans,,,,
6.70,Finance,Financing,Subventions,,,,
6.70,Finance,Fiscal policy,,,,,
6.70,Finance,Fiscal policy,Taxation,,,,
6.70,Finance,Fiscal policy,Taxation,Income tax,,,
6.70,Finance,Insurance,,,,,
6.70,Finance,Investment,,,,,
6.70,Finance,Investment,Financial markets,,,,
6.70,Finance,Public finance,,,,,
6.70,Finance,Public finance,Local finance,,,,
6.70,Finance,Public finance,Public expenditure,,,,
6.70,Finance,Public finance,Public expenditure,Military expenditure,,,
6.70,Finance,Public finance,Public expenditure,State aid,,,
6.70,Finance,Public finance,State budget,,,,
6.70,Finance,Public finance,State budget,Public debt,,,
6.70,Finance,Public finance,State budget,Public debt,External debt,,
6.70,Finance,Public finance,State budget,Public debt,External debt,Debt relief,
6.70,Finance,Public finance,State budget,Public debt,External debt,Debt service,
6.70,Finance,Savings,,,,,
6.70,Trade,Barter,,,,,
6.70,Trade,Domestic trade,,,,,
6.70,Trade,Electronic commerce,,,,,
6.70,Trade,International trade,,,,,
6.70,Trade,International trade,Exports/imports,,,,
6.70,Trade,International trade,Terms of trade,,,,
6.70,Trade,International trade,Trade routes,,,,
6.70,Trade,Markets,,,,,
6.70,Trade,Markets,Market structure,,,,
6.70,Trade,Markets,Market structure,Consumers,,,
6.70,Trade,Markets,Market structure,Consumers,Consumer protection,,
6.70,Trade,Markets,Market structure,Economic competition,,,
6.70,Trade,Markets,Marketing,,,,
6.70,Trade,Markets,Marketing,Branding,,,
6.70,Trade,Markets,Marketing,Market research,,,
6.70,Trade,Trade policy,,,,,
6.70,Trade,Trade policy,Balance of trade,,,,
6.70,Trade,Trade policy,Commodity agreements,,,,
6.70,Trade,Trade policy,Free trade,,,,
6.70,Trade,Trade policy,Protectionism,,,,
6.75,Administration,Administrative reform,,,,,
6.75,Administration,Administrative sciences,,,,,
6.75,Administration,Administrative structure,,,,,
6.75,Enterprises,Agricultural enterprises,,,,,
6.75,Enterprises,Cooperatives,,,,,
6.75,Enterprises,Cooperatives,Agricultural cooperatives,,,,
6.75,Enterprises,Industrial enterprises,,,,,
6.75,Enterprises,Joint ventures,,,,,
6.75,Enterprises,Private enterprises,,,,,
6.75,Enterprises,Public enterprises,,,,,
6.75,Enterprises,Public enterprises,Public utilities,,,,
6.75,Enterprises,Size of enterprise,,,,,
6.75,Enterprises,Size of enterprise,Small enterprises,,,,
6.75,Enterprises,Transnational corporations,,,,,
6.75,Management,Business management,,,,,
6.75,Management,Industrial management,,,,,
6.75,Management,Knowledge management,,,,,
6.75,Management operations,Decision making,,,,,
6.75,Management operations,Delegation of authority,,,,,
6.75,Management operations,Delegation of authority,Centralization,,,,
6.75,Management operations,Delegation of authority,Decentralization,,,,
6.75,Management operations,Management audit,,,,,
6.75,Management operations,Organizational change,,,,,
6.75,Management operations,Planning,,,,,
6.75,Management operations,Planning,Planning methods,,,,
6.75,Management operations,Planning,Planning methods,Integrated planning,,,
6.75,Management operations,Planning,Planning methods,Sectoral planning,,,
6.75,Management operations,Planning,Planning methods,Strategic planning,,,
6.75,Management operations,Policy making,,,,,
6.75,Management operations,Policy making,Resource allocation,,,,
6.75,Management operations,Problem solving,,,,,
6.75,Management operations,Programme planning,,,,,
6.75,Management operations,Quality circles,,,,,
6.75,Management operations,Rationalization,,,,,
6.75,Management operations,Risk management,,,,,
6.75,Management techniques,Linear programming,,,,,
6.75,Management techniques,Management by objectives,,,,,
6.75,Management techniques,Network analysis,,,,,
6.75,Management techniques,Operations research,,,,,
6.75,Management techniques,Operations research,Decision theory,,,,
6.75,Management techniques,Operations research,Game theory,,,,
6.75,Management techniques,Operations research,Optimization,,,,
6.75,Management techniques,Operations research,Scenarios,,,,
6.75,Management techniques,Organization and methods,,,,,
6.75,Management techniques,Organization and methods,Work study,,,,
6.75,Organizations,Associations,,,,,
6.75,Organizations,Associations,Learned societies,,,,
6.75,Organizations,Associations,Professional associations,,,,
6.75,Organizations,Associations,Womens organizations,,,,
6.75,Organizations,Associations,Youth organizations,,,,
6.75,Organizations,Bureaucracy,,,,,
6.75,Organizations,Government organizations,,,,,
6.75,Organizations,Nonprofit organizations,,,,,
6.75,Organizations,Private organizations,,,,,
6.75,Organizations,Stakeholders,,,,,
6.75,Project management,Project design,,,,,
6.75,Project management,Project evaluation,,,,,
6.75,Project management,Project implementation,,,,,
6.75,Project management,Project selection,,,,,
6.80,Career development,Mentoring,,,,,
6.80,Career development,Occupational choice,,,,,
6.80,Career development,Occupational mobility,,,,,
6.80,Career development,Occupational status,,,,,
6.80,Career development,Working life,,,,,
6.80,Occupations,Entrepreneurs,,,,,
6.80,Occupations,Self employed,,,,,
6.80,Personnel,Employees,,,,,
6.80,Personnel,Employers,,,,,
6.80,Personnel,Managers,,,,,
6.80,Personnel,Managers,Women managers,,,,
6.80,Personnel,Professional personnel,,,,,
6.80,Personnel,Workers,,,,,
6.80,Personnel,Workers,Agricultural workers,,,,
6.80,Personnel,Workers,Domestic workers,,,,
6.80,Personnel,Workers,Factory workers,,,,
6.80,Personnel,Workers,Manual workers,,,,
6.80,Personnel,Workers,Manual workers,Unskilled workers,,,
6.80,Personnel,Workers,Office workers,,,,
6.80,Personnel,Workers,Skilled workers,,,,
6.80,Personnel,Workers,Skilled workers,Craft workers,,,
6.80,Personnel,Workers,Women workers,,,,
6.80,Personnel management,Conditions of employment,,,,,
6.80,Personnel management,Conditions of employment,Job satisfaction,,,,
6.80,Personnel management,Conditions of employment,Job satisfaction,Work attitudes,,,
6.80,Personnel management,Conditions of employment,Working conditions,,,,
6.80,Personnel management,Conditions of employment,Working conditions,Labour standards,,,
6.80,Personnel management,Conditions of employment,Working conditions,Occupational safety,,,
6.80,Personnel management,Conditions of employment,Working conditions,Occupational safety,Safety of journalists,,
6.80,Personnel management,Conditions of employment,Working conditions,Quality of working life,,,
6.80,Personnel management,Conditions of employment,Working conditions,Work environment,,,
6.80,Personnel management,Conditions of employment,Working conditions,Work organization,,,
6.80,Personnel management,Leave,,,,,
6.80,Personnel management,Occupational sociology,,,,,
6.80,Personnel management,Occupational sociology,Occupational psychology,,,,
6.80,Personnel management,Occupational sociology,Occupational psychology,Managerial characteristics,,,
6.80,Personnel management,Occupational sociology,Occupational psychology,Managerial characteristics,Leadership,,
6.80,Personnel management,Performance appraisal,,,,,
6.80,Personnel management,Recruitment,,,,,
6.80,Personnel management,Recruitment,Job description,,,,
6.80,Personnel management,Recruitment,Job evaluation,,,,
6.80,Personnel management,Recruitment,Occupational qualifications,,,,
6.80,Personnel management,Recruitment,Personnel selection,,,,
6.80,Personnel management,Retirement,,,,,
6.80,Personnel management,Wages,,,,,
6.80,Personnel management,Wages,Fringe benefits,,,,
6.80,Personnel management,Wages,Minimum wage,,,,
6.80,Personnel management,Wages,Wage policy,,,,
6.80,Personnel management,Working time,,,,,
6.85,Employment,Clandestine employment,,,,,
6.85,Employment,Employment opportunities,,,,,
6.85,Employment,Employment policy,,,,,
6.85,Employment,Employment policy,Employment creation,,,,
6.85,Employment,Employment services,,,,,
6.85,Employment,Full employment,,,,,
6.85,Employment,Part time employment,,,,,
6.85,Employment,Unemployment,,,,,
6.85,Employment,Unemployment,Structural unemployment,,,,
6.85,Employment,Unemployment,Underemployment,,,,
6.85,Employment,Womens employment,,,,,
6.85,Employment,Womens employment,Womens unemployment,,,,
6.85,Employment,Youth employment,,,,,
6.85,Employment,Youth employment,Youth unemployment,,,,
6.85,Labour,Child labour,,,,,
6.85,Labour,Forced labour,,,,,
6.85,Labour market,Division of labour,,,,,
6.85,Labour market,Division of labour,Gender division of labour,,,,
6.85,Labour market,Human resources,,,,,
6.85,Labour market,Labour economics,,,,,
6.85,Labour market,Labour mobility,,,,,
6.85,Labour market,Labour policy,,,,,
6.85,Labour market,Labour policy,Human resources development,,,,
6.85,Labour market,Labour policy,Manpower planning,,,,
6.85,Labour market,Labour productivity,,,,,
6.85,Labour market,Labour supply,,,,,
6.85,Labour market,Labour supply,Manpower needs,,,,
6.85,Labour market,Manpower,,,,,
6.85,Labour relations,Labour disputes,,,,,
6.85,Labour relations,Labour disputes,Strikes,,,,
6.85,Labour relations,Labour movements,,,,,
6.85,Labour relations,Trade unions,,,,,
6.85,Labour relations,Trade unions,Collective bargaining,,,,
6.85,Labour relations,Trade unions,Collective bargaining,Collective agreements,,,
6.85,Labour relations,Workers participation,,,,,
7.05,Africa,Africa South of the Sahara,,,,,
7.05,Central Africa,Cameroon,,,,,
7.05,Central Africa,Central African Republic,,,,,
7.05,Central Africa,Chad,,,,,
7.05,Central Africa,Congo,,,,,
7.05,Central Africa,Congo DR,,,,,
7.05,Central Africa,Equatorial Guinea,,,,,
7.05,Central Africa,Gabon,,,,,
7.05,Central Africa,Sao Tome and Principe,,,,,
7.05,Central Africa,Zaire,,,,,
7.05,East Africa,Burundi,,,,,
7.05,East Africa,Comoros,,,,,
7.05,East Africa,Djibouti,,,,,
7.05,East Africa,Eritrea,,,,,
7.05,East Africa,Ethiopia,,,,,
7.05,East Africa,Kenya,,,,,
7.05,East Africa,Madagascar,,,,,
7.05,East Africa,Mauritius,,,,,
7.05,East Africa,Mayotte,,,,,
7.05,East Africa,Reunion,,,,,
7.05,East Africa,Rwanda,,,,,
7.05,East Africa,Seychelles,,,,,
7.05,East Africa,Somalia,,,,,
7.05,East Africa,South Sudan,,,,,
7.05,East Africa,Sudan,,,,,
7.05,East Africa,Tanzania UR,,,,,
7.05,East Africa,Uganda,,,,,
7.05,North Africa,Algeria,,,,,
7.05,North Africa,Egypt,,,,,
7.05,North Africa,Libya,,,,,
7.05,North Africa,Morocco,,,,,
7.05,North Africa,Sahara,,,,,
7.05,North Africa,Tunisia,,,,,
7.05,Southern Africa,Angola,,,,,
7.05,Southern Africa,Botswana,,,,,
7.05,Southern Africa,Eswatini,,,,,
7.05,Southern Africa,Lesotho,,,,,
7.05,Southern Africa,Malawi,,,,,
7.05,Southern Africa,Mozambique,,,,,
7.05,Southern Africa,Namibia,,,,,
7.05,Southern Africa,Saint Helena,,,,,
7.05,Southern Africa,South Africa,,,,,
7.05,Southern Africa,Zambia,,,,,
7.05,Southern Africa,Zimbabwe,,,,,
7.05,West Africa,Benin,,,,,
7.05,West Africa,Burkina Faso,,,,,
7.05,West Africa,Cabo Verde,,,,,
7.05,West Africa,Côte d'Ivoire,,,,,
7.05,West Africa,Gambia,,,,,
7.05,West Africa,Ghana,,,,,
7.05,West Africa,Guinea,,,,,
7.05,West Africa,Guinea-Bissau,,,,,
7.05,West Africa,Liberia,,,,,
7.05,West Africa,Mali,,,,,
7.05,West Africa,Mauritania,,,,,
7.05,West Africa,Niger,,,,,
7.05,West Africa,Nigeria,,,,,
7.05,West Africa,Senegal,,,,,
7.05,West Africa,Sierra Leone,,,,,
7.05,West Africa,Togo,,,,,
7.05,West Africa,Western Sahara,,,,,
7.10,Americas,,,,,,
7.10,Caribbean,Anguilla,,,,,
7.10,Caribbean,Antigua and Barbuda,,,,,
7.10,Caribbean,Aruba,,,,,
7.10,Caribbean,Bahamas,,,,,
7.10,Caribbean,Barbados,,,,,
7.10,Caribbean,British Virgin Islands,,,,,
7.10,Caribbean,Cayman Islands,,,,,
7.10,Caribbean,Cuba,,,,,
7.10,Caribbean,Curaçao,,,,,
7.10,Caribbean,Dominica,,,,,
7.10,Caribbean,Dominican Republic,,,,,
7.10,Caribbean,Grenada,,,,,
7.10,Caribbean,Guadeloupe,,,,,
7.10,Caribbean,Haiti,,,,,
7.10,Caribbean,Jamaica,,,,,
7.10,Caribbean,Martinique,,,,,
7.10,Caribbean,Montserrat,,,,,
7.10,Caribbean,Netherlands Antilles,,,,,
7.10,Caribbean,Puerto Rico,,,,,
7.10,Caribbean,Saint Kitts and Nevis,,,,,
7.10,Caribbean,Saint Lucia,,,,,
7.10,Caribbean,Saint Vincent and the Grenadines,,,,,
7.10,Caribbean,Sint Maarten,,,,,
7.10,Caribbean,Trinidad and Tobago,,,,,
7.10,Caribbean,Turks and Caicos Islands,,,,,
7.10,Caribbean,United States Virgin Islands,,,,,
7.10,Central America,Belize,,,,,
7.10,Central America,Costa Rica,,,,,
7.10,Central America,El Salvador,,,,,
7.10,Central America,Guatemala,,,,,
7.10,Central America,Honduras,,,,,
7.10,Central America,Nicaragua,,,,,
7.10,Central America,Panama,,,,,
7.10,North America,Bermuda,,,,,
7.10,North America,Canada,,,,,
7.10,North America,Mexico,,,,,
7.10,North America,Saint Pierre and Miquelon,,,,,
7.10,North America,USA,,,,,
7.10,North America,USA,Hawaii,,,,
7.10,South America,Argentina,,,,,
7.10,South America,Bolivia,,,,,
7.10,South America,Brazil,,,,,
7.10,South America,Chile,,,,,
7.10,South America,Colombia,,,,,
7.10,South America,Ecuador,,,,,
7.10,South America,Falkland Islands,,,,,
7.10,South America,French Guiana,,,,,
7.10,South America,Guyana,,,,,
7.10,South America,Paraguay,,,,,
7.10,South America,Peru,,,,,
7.10,South America,Suriname,,,,,
7.10,South America,Uruguay,,,,,
7.10,South America,Venezuela,,,,,
7.15,Asia,,,,,,
7.15,Asia and the Pacific,,,,,,
7.15,Central Asia,Kazakhstan,,,,,
7.15,Central Asia,Kyrgyzstan,,,,,
